t_s,dt_s,ax_dynamic,az_dynamic,accel_xz_magnitude
0.949704,0.010048,-0.087968,0.076505,0.116583
0.959654,0.009950,-0.099939,0.058549,0.115827
0.969630,0.009976,0.186168,-0.018066,0.187042
0.979616,0.009986,0.012588,0.025030,0.028017
0.989609,0.009994,-0.183736,0.087279,0.203413
0.999687,0.010078,-0.151415,-0.160521,0.220665
1.009687,0.009999,-0.072406,0.052563,0.089474
1.019650,0.009963,0.187365,-0.040810,0.191758
1.029653,0.010004,-0.157400,0.092068,0.182349
1.039521,0.009868,-0.206481,-0.125805,0.241788
1.049636,0.010115,0.072443,-0.097074,0.121126
1.059915,0.010278,0.095188,0.005877,0.095369
1.069690,0.009775,0.252008,0.004679,0.252052
1.079695,0.010005,0.006603,-0.001306,0.006731
1.089510,0.009815,0.028150,0.114813,0.118213
1.099500,0.009990,0.028150,-0.059964,0.066243
1.109562,0.010062,0.163423,0.063337,0.175267
1.119697,0.010135,0.155043,-0.113834,0.192345
1.129698,0.010001,-0.085574,0.016650,0.087179
1.139632,0.009934,0.450727,0.245297,0.513152
1.149762,0.010129,-0.026916,0.314729,0.315877
1.159661,0.009899,0.570437,-0.116228,0.582158
1.169659,0.009998,0.987028,-0.262274,1.021280
1.179621,0.009962,0.777536,-0.607039,0.986437
1.189582,0.009961,0.820631,0.227340,0.851539
1.199604,0.010021,0.787112,0.189033,0.809493
1.209597,0.009994,0.268768,0.793569,0.837847
1.219817,0.010220,0.333411,0.657099,0.736846
1.229697,0.009880,0.934356,0.042987,0.935344
1.239642,0.009945,0.934356,0.120798,0.942132
1.249814,0.010172,0.812251,-0.330509,0.876920
1.259649,0.009836,0.832602,-0.149747,0.845961
1.269645,0.009996,0.675782,0.343459,0.758054
1.279622,0.009977,0.686556,0.314729,0.755257
1.289639,0.010017,0.708104,0.076505,0.712225
1.299650,0.010011,0.593182,0.041790,0.594652
1.309669,0.010020,0.691344,0.039395,0.692466
1.319640,0.009970,0.599168,0.272830,0.658360
1.329663,0.010023,0.535721,0.004679,0.535742
1.339634,0.009971,0.625504,-0.171294,0.648534
1.349705,0.010071,0.522553,-0.115031,0.535064
1.359626,0.009921,0.485443,-0.065950,0.489902
1.369659,0.010033,0.410026,0.112418,0.425158
1.379728,0.010069,0.377704,0.058549,0.382215
1.389653,0.009925,0.362142,-0.030037,0.363385
1.399647,0.009995,0.304681,-0.180871,0.354323
1.409651,0.010003,0.218489,0.145937,0.262746
1.419635,0.009984,0.248417,0.078900,0.260646
1.429628,0.009993,0.137087,-0.098271,0.168671
1.439623,0.009996,0.103568,0.053761,0.116690
1.449717,0.010094,0.078429,-0.033628,0.085334
1.459651,0.009934,0.017377,-0.153338,0.154319
1.469671,0.010020,-0.056844,-0.101863,0.116650
1.479647,0.009976,-0.200496,-0.070738,0.212609
1.489643,0.009996,-0.184934,0.123192,0.222209
1.499644,0.010000,-0.234015,0.133966,0.269648
1.509644,0.010000,-0.261548,0.234523,0.351295
1.519626,0.009982,-0.133458,-0.040810,0.139559
1.529637,0.010011,-0.157400,-0.170097,0.231750
1.539639,0.010002,-0.064026,-0.286216,0.293290
1.549856,0.010217,-0.058041,-0.198828,0.207126
1.559803,0.009948,-0.058041,0.001088,0.058051
1.569909,0.010106,-0.016142,0.052563,0.054986
1.579753,0.009844,-0.013748,0.163894,0.164469
1.589716,0.009964,-0.026916,0.118404,0.121425
1.599658,0.009942,-0.055647,-0.024051,0.060622
1.609638,0.009980,0.001814,-0.089892,0.089910
1.619681,0.010043,-0.074800,-0.068344,0.101321
1.629644,0.009963,-0.040084,0.095659,0.103718
1.639740,0.010096,-0.079589,0.069323,0.105546
1.649711,0.009970,-0.044873,0.014256,0.047083
1.659673,0.009962,-0.066421,0.087279,0.109679
1.669648,0.009974,-0.098742,-0.073132,0.122875
1.679662,0.010015,-0.089165,-0.028839,0.093713
1.689637,0.009975,-0.078392,-0.004897,0.078544
1.699653,0.010015,-0.083180,-0.015671,0.084643
1.709634,0.009981,-0.110713,0.198610,0.227384
1.719655,0.010021,-0.056844,0.010665,0.057836
1.729634,0.009980,-0.041281,-0.006094,0.041729
1.739658,0.010024,-0.053252,-0.136578,0.146593
1.749786,0.010128,-0.013748,0.039395,0.041725
1.759690,0.009904,-0.080786,-0.056373,0.098510
1.769609,0.009919,-0.050858,0.069323,0.085978
1.779628,0.010019,-0.097545,-0.081512,0.127119
1.789590,0.009963,-0.090363,0.072914,0.116111
1.799628,0.010037,-0.105925,0.080097,0.132799
1.809582,0.009954,-0.108319,-0.028839,0.112093
1.819645,0.010063,-0.116699,0.063337,0.132779
1.829615,0.009970,-0.073603,0.026227,0.078136
1.839613,0.009999,-0.075997,0.111221,0.134706
1.849793,0.010180,-0.049661,-0.044402,0.066616
1.859647,0.009854,-0.017339,-0.121016,0.122252
1.869989,0.010342,-0.040084,-0.173689,0.178254
