t_s,dt_s,ax_dynamic,az_dynamic,accel_xz_magnitude
0.729979,0.010016,-0.028281,-0.032609,0.043164
0.739955,0.009976,-0.030676,-0.001484,0.030712
0.750099,0.010144,0.030376,-0.020638,0.036724
0.759947,0.009848,0.011223,-0.014652,0.018456
0.770002,0.010055,-0.018705,-0.042185,0.046146
0.779943,0.009941,0.002843,-0.002681,0.003908
0.789964,0.010021,-0.006734,0.006896,0.009638
0.800065,0.010101,0.002843,-0.013455,0.013752
0.809968,0.009903,-0.001945,0.017670,0.017776
0.819954,0.009987,-0.025887,0.030838,0.040263
0.830018,0.010063,0.007632,0.002107,0.007917
0.839989,0.009971,-0.001945,0.014078,0.014212
0.850033,0.010044,-0.015113,-0.015849,0.021900
0.859960,0.009927,0.004040,-0.014652,0.015199
0.869963,0.010003,-0.013916,-0.014652,0.020208
0.879944,0.009981,0.002843,-0.012258,0.012583
0.889971,0.010027,0.001646,-0.024229,0.024285
0.899978,0.010006,-0.001945,-0.025426,0.025500
0.909969,0.009991,-0.022296,0.009290,0.024154
0.919938,0.009969,-0.003142,0.032035,0.032189
0.929951,0.010014,-0.046238,0.011684,0.047691
0.940017,0.010066,0.036362,-0.012258,0.038373
0.950050,0.010033,0.002843,0.023655,0.023825
0.960010,0.009960,-0.029479,0.029641,0.041804
0.969982,0.009972,0.002843,-0.006272,0.006887
0.979936,0.009954,0.014814,0.047597,0.049849
0.989972,0.010036,0.012420,-0.003878,0.013011
1.000179,0.010207,-0.006734,-0.014652,0.016125
1.009951,0.009772,-0.007931,-0.018243,0.019893
1.019976,0.010025,0.007632,-0.023032,0.024263
1.029982,0.010006,0.001646,-0.057748,0.057771
1.039963,0.009980,-0.013916,-0.001484,0.013995
1.050043,0.010081,0.014814,-0.008667,0.017163
1.060598,0.010555,-0.016310,-0.000287,0.016313
1.070294,0.009696,0.008829,-0.013455,0.016093
1.080075,0.009781,0.010026,-0.025426,0.027331
1.089876,0.009801,0.005237,0.033232,0.033642
1.099899,0.010023,0.002843,0.041612,0.041709
1.110414,0.010514,0.012420,-0.014652,0.019208
1.120017,0.009604,-0.013916,-0.017046,0.022005
1.129951,0.009933,-0.025887,-0.002681,0.026026
1.139915,0.009964,0.000449,-0.018243,0.018249
1.150039,0.010125,0.004040,0.012881,0.013500
1.159951,0.009912,-0.025887,0.023655,0.035067
1.169966,0.010014,0.025588,0.046400,0.052988
1.179958,0.009992,-0.001945,-0.005075,0.005435
1.189970,0.010012,-0.017508,-0.012258,0.021372
1.199942,0.009972,0.016011,-0.054156,0.056474
1.209972,0.010030,-0.021099,-0.021835,0.030363
1.219971,0.009999,-0.025887,-0.009864,0.027703
1.229953,0.009982,-0.018705,-0.086478,0.088478
1.239957,0.010004,0.001646,0.000910,0.001881
1.250060,0.010103,0.001646,0.048794,0.048822
1.259917,0.009856,-0.033070,-0.051762,0.061424
1.269982,0.010065,-0.010325,-0.001484,0.010431
1.279955,0.009973,0.011223,0.003304,0.011699
1.289988,0.010034,-0.005537,-0.001484,0.005732
1.299942,0.009953,-0.049829,0.032035,0.059238
1.310006,0.010064,0.027982,-0.021835,0.035493
1.320041,0.010035,-0.030676,0.029641,0.042656
1.329906,0.009864,-0.013916,0.002107,0.014075
1.339866,0.009961,-0.024690,0.060765,0.065590
1.349993,0.010126,-0.005537,-0.008667,0.010284
1.359887,0.009895,0.001646,0.017670,0.017746
1.369878,0.009990,-0.000748,0.003304,0.003388
1.381065,0.011188,-0.001945,-0.027820,0.027888
1.391131,0.010066,-0.012719,0.039217,0.041228
1.399992,0.008861,0.007632,-0.024229,0.025402
1.409874,0.009882,0.019603,-0.066127,0.068972
1.419921,0.010048,0.004040,0.005699,0.006986
1.429879,0.009958,0.010026,-0.007469,0.012502
1.439868,0.009989,0.008829,0.005699,0.010508
1.450021,0.010153,0.010026,-0.006272,0.011826
1.459960,0.009939,0.023194,0.005699,0.023884
1.469883,0.009924,0.016011,0.030838,0.034747
1.479871,0.009987,-0.005537,0.077525,0.077722
1.489907,0.010036,-0.003142,-0.021835,0.022060
1.499893,0.009986,-0.040252,0.029641,0.049988
1.509867,0.009974,-0.021099,0.006896,0.022197
1.519870,0.010003,0.019603,0.004502,0.020113
1.529889,0.010019,-0.015113,0.041612,0.044271
1.539907,0.010018,0.011223,-0.057748,0.058828
1.549998,0.010091,-0.019902,0.055977,0.059409
1.559883,0.009885,-0.027084,-0.014652,0.030794
1.569859,0.009976,-0.029479,0.030838,0.042661
1.579857,0.009998,-0.030676,-0.008667,0.031876
1.589852,0.009995,-0.009128,-0.039791,0.040825
1.599866,0.010014,-0.010325,0.026049,0.028021
1.609996,0.010129,-0.003142,-0.002681,0.004131
1.619931,0.009935,-0.006734,0.003304,0.007501
1.629865,0.009934,0.004040,-0.006272,0.007461
1.639854,0.009990,0.016011,0.003304,0.016349
1.650000,0.010146,-0.036661,0.022458,0.042993
1.659887,0.009887,-0.029479,-0.007469,0.030410
1.669881,0.009994,0.001646,0.027246,0.027296
1.679860,0.009979,0.008829,0.016473,0.018689
1.689854,0.009995,0.000449,0.024852,0.024856
1.700525,0.010670,-0.017508,0.022458,0.028476
1.710006,0.009482,0.019603,0.009290,0.021692
1.719890,0.009884,-0.005537,0.030838,0.031331
1.729896,0.010005,-0.006734,-0.005075,0.008432
1.739877,0.009981,-0.042647,0.020064,0.047131
1.750051,0.010174,0.010026,0.024852,0.026798
1.759933,0.009882,-0.001945,-0.015849,0.015968
1.769882,0.009949,0.002843,-0.026623,0.026774
1.779925,0.010043,0.001646,0.000910,0.001881
1.789870,0.009945,-0.015113,-0.058945,0.060852
1.799883,0.010013,0.000449,-0.020638,0.020642
1.809873,0.009990,0.006434,-0.014652,0.016003
1.819916,0.010043,-0.003142,-0.011061,0.011498
1.829851,0.009935,0.016011,-0.001484,0.016080
1.839859,0.010008,-0.013916,0.002107,0.014075
1.849986,0.010127,0.005237,-0.048171,0.048455
1.859877,0.009891,0.006434,0.017670,0.018805
1.869867,0.009990,-0.018705,0.028444,0.034043
1.879889,0.010022,-0.012719,-0.046974,0.048665
1.889866,0.009978,0.002843,0.048794,0.048877
1.899856,0.009990,-0.027084,0.032035,0.041950
1.909860,0.010004,-0.030676,-0.024229,0.039090
1.919866,0.010007,0.000449,0.008093,0.008105
1.929893,0.010026,-0.006734,0.044006,0.044518
1.939885,0.009992,0.014814,0.004502,0.015483
1.949953,0.010068,-0.011522,-0.018243,0.021577
1.959888,0.009935,-0.009128,-0.032609,0.033862
1.969852,0.009964,0.012420,0.015275,0.019687
1.979855,0.010002,0.038756,0.215191,0.218653
1.989861,0.010006,0.238672,0.060765,0.246286
1.999943,0.010082,0.253037,-0.152319,0.295345
2.009872,0.009929,0.176423,0.000910,0.176425
2.019884,0.010012,0.190788,0.067948,0.202526
2.029870,0.009986,0.169240,0.026049,0.171233
2.039859,0.009989,0.215927,0.044006,0.220366
2.049947,0.010088,0.183605,0.071539,0.197050
2.059874,0.009927,0.127342,-0.024229,0.129626
2.069875,0.010001,0.025588,0.009290,0.027222
2.079849,0.009974,-0.024690,0.021261,0.032583
2.089851,0.010002,-0.024690,0.030838,0.039504
2.100132,0.010282,0.101005,-0.049368,0.112425
2.109957,0.009825,0.065092,0.073933,0.098505
2.119884,0.009928,0.059107,-0.063733,0.086923
2.129860,0.009975,0.055516,0.023655,0.060345
2.139866,0.010007,0.096217,-0.001484,0.096228
2.149946,0.010080,0.122553,0.084707,0.148979
2.159865,0.009919,0.110582,0.045203,0.119464
2.171138,0.011273,0.063895,0.065554,0.091542
2.180019,0.008881,0.121356,-0.020638,0.123098
2.189862,0.009843,0.123750,0.028444,0.126977
2.199885,0.010023,0.122553,-0.011061,0.123051
2.209875,0.009990,0.054318,-0.001484,0.054339
2.219897,0.010022,0.091429,0.000910,0.091433
2.229864,0.009967,0.072275,0.045203,0.085247
2.239875,0.010012,0.019603,-0.020638,0.028464
2.250000,0.010124,0.069881,0.010487,0.070663
2.259869,0.009870,0.099808,-0.058945,0.115915
2.269845,0.009976,0.090232,0.000910,0.090236
2.279857,0.010011,0.121356,0.052386,0.132180
2.289864,0.010007,0.203956,-0.021835,0.205122
2.299840,0.009976,0.181211,-0.018243,0.182127
2.309859,0.010019,0.203956,0.054780,0.211185
2.319872,0.010013,0.193182,0.048794,0.199249
2.330464,0.010591,0.109385,0.038020,0.115804
2.339868,0.009404,0.116568,0.014078,0.117415
2.349941,0.010074,-0.073771,-0.001484,0.073786
2.359881,0.009940,-0.128838,-0.049368,0.137973
2.369876,0.009995,-0.211438,-0.009864,0.211668
2.379876,0.010000,-0.003142,-0.062536,0.062615
2.389853,0.009977,0.099808,0.017670,0.101360
2.399854,0.010001,0.194379,-0.036200,0.197721
2.409857,0.010003,0.203956,-0.018243,0.204770
2.419869,0.010012,0.181211,0.002107,0.181223
2.429863,0.009994,0.157269,0.045203,0.163636
2.439877,0.010014,0.129736,0.022458,0.131665
2.449914,0.010037,-0.010325,0.143365,0.143737
2.459881,0.009967,0.038756,-0.035003,0.052223
2.469862,0.009980,0.065092,-0.009864,0.065835
2.479877,0.010015,0.177620,-0.074507,0.192614
2.489859,0.009982,0.184802,0.004502,0.184857
2.499857,0.009998,0.160860,0.032035,0.164019
2.509882,0.010025,0.108188,-0.044580,0.117013
2.519871,0.009989,0.019603,-0.025426,0.032105
2.529856,0.009985,-0.046238,-0.009864,0.047278
2.539872,0.010015,-0.030676,0.027246,0.041029
2.550000,0.010128,0.065092,0.097875,0.117544
2.559921,0.009921,0.195576,-0.009864,0.195825
2.569880,0.009960,0.146495,0.064357,0.160008
2.579855,0.009975,0.087837,-0.060142,0.106454
2.589842,0.009986,-0.059406,-0.057748,0.082849
2.599869,0.010028,-0.057012,-0.040988,0.070217
2.609993,0.010123,0.024391,0.075130,0.078991
2.619901,0.009909,0.110582,-0.023032,0.112955
2.629928,0.010027,0.188394,0.073933,0.202382
2.639860,0.009932,0.215927,0.084707,0.231948
2.650063,0.010203,0.010026,-0.052959,0.053900
2.659893,0.009830,0.002843,-0.063733,0.063797
2.669906,0.010013,-0.035464,-0.078098,0.085773
2.679875,0.009969,0.144101,-0.070916,0.160606
2.689887,0.010012,0.115371,0.078722,0.139669
2.699863,0.009976,0.235081,0.061962,0.243110
2.709909,0.010046,0.136918,-0.045777,0.144368
2.719877,0.009968,0.093823,0.040415,0.102157
2.729897,0.010021,0.117765,0.057174,0.130910
2.739890,0.009993,0.144101,-0.136756,0.198664
2.749978,0.010088,0.074669,-0.005075,0.074841
2.759881,0.009903,-0.021099,0.021261,0.029953
2.769906,0.010024,-0.016310,0.097875,0.099225
2.779869,0.009963,0.102203,0.142168,0.175092
2.789888,0.010019,0.127342,0.018867,0.128732
2.799875,0.009987,0.085443,-0.157107,0.178838
2.809885,0.010010,-0.036661,-0.057748,0.068402
2.819873,0.009988,0.012420,-0.012258,0.017450
2.829888,0.010015,0.182408,0.148154,0.234994
2.839937,0.010049,0.188394,0.094284,0.210670
2.851152,0.011214,0.089034,0.006896,0.089301
2.860019,0.008868,0.032771,-0.057748,0.066398
2.871062,0.011042,0.057910,-0.039791,0.070263
2.880693,0.009632,0.245855,-0.031412,0.247853
2.890029,0.009336,0.163255,-0.044580,0.169232
2.899897,0.009868,0.001646,0.035626,0.035664
2.909890,0.009993,0.027982,-0.050565,0.057791
2.919873,0.009983,0.203956,-0.097252,0.225956
2.929929,0.010056,0.285359,0.000910,0.285360
2.940310,0.010381,0.087837,-0.051762,0.101955
2.949917,0.009607,-0.001945,0.064357,0.064386
2.959867,0.009950,0.205153,0.054780,0.212341
2.969854,0.009987,0.303315,-0.013455,0.303614
2.979846,0.009992,0.284162,-0.200203,0.347605
2.989854,0.010008,0.171634,0.015275,0.172313
3.000549,0.010695,0.262614,0.027246,0.264024
3.010000,0.009451,0.456544,-0.035003,0.457884
3.019890,0.009891,0.607379,-0.038594,0.608604
3.029870,0.009980,0.654066,-0.340264,0.737280
3.039867,0.009997,0.394295,-0.178655,0.432881
3.049963,0.010096,0.407463,-0.057748,0.411535
3.059888,0.009925,0.265008,-0.364206,0.450417
3.069881,0.009993,0.160860,-0.036200,0.164883
3.079898,0.010016,0.361973,-0.033806,0.363549
3.089876,0.009979,0.244658,-0.482719,0.541179
3.099868,0.009992,0.092626,-0.169078,0.192787
3.109859,0.009991,0.060304,-0.248087,0.255311
3.119883,0.010023,-0.012719,-0.227736,0.228091
3.129843,0.009960,-0.080954,-0.160698,0.179938
3.139853,0.010011,0.178817,-0.382162,0.421928
3.149968,0.010114,-0.880617,8.517086,8.562490
3.159889,0.009921,-1.760486,-1.129153,2.091482
3.169890,0.010002,1.181987,-1.994657,2.318566
3.179861,0.009971,-0.062997,-1.341040,1.342519
3.189862,0.010001,-0.625635,0.546788,0.830901
3.199857,0.009995,0.582240,1.081892,1.228615
3.209853,0.009996,1.554286,2.092245,2.606395
3.219873,0.010020,0.294936,0.436655,0.526929
3.229867,0.009994,-0.246154,-0.161895,0.294622
3.239863,0.009996,0.237475,-0.925646,0.955623
3.250005,0.010142,0.545130,0.017670,0.545416
3.259867,0.009862,0.512808,-0.206188,0.552708
3.269896,0.010029,0.830040,-0.175064,0.848300
3.279858,0.009961,0.995240,0.685652,1.208561
3.289866,0.010009,0.417040,1.095060,1.171785
3.299863,0.009997,0.093823,0.005699,0.093996
3.309913,0.010049,0.263811,-0.596443,0.652181
3.319854,0.009941,0.473304,-0.418075,0.631509
3.329909,0.010056,0.523582,-0.009864,0.523675
3.339895,0.009986,0.370353,0.298988,0.475978
3.349995,0.010099,0.511611,0.332507,0.610170
3.359898,0.009903,0.502034,0.006896,0.502082
3.369887,0.009989,0.193182,0.125409,0.230319
3.379879,0.009992,0.199168,-0.111617,0.228312
3.389873,0.009994,0.400281,-0.459974,0.609754
3.399862,0.009989,0.263811,0.127803,0.293138
3.409865,0.010004,0.353594,0.281032,0.451672
3.419864,0.009999,0.446968,0.114635,0.461434
3.429864,0.010000,0.406266,0.180475,0.444549
3.439851,0.009986,0.354791,-0.090069,0.366045
3.449988,0.010137,0.262614,-0.260058,0.369589
3.459883,0.009895,0.233884,-0.031412,0.235984
3.469888,0.010005,0.315286,0.234345,0.392840
3.479883,0.009995,0.485275,0.076328,0.491241
3.489939,0.010056,0.332046,0.142168,0.361201
3.499873,0.009933,0.409857,0.020064,0.410348
3.509870,0.009997,0.464924,-0.072113,0.470483
3.519890,0.010020,0.280571,-0.006272,0.280641
3.529896,0.010006,0.200365,0.158928,0.255742
3.539878,0.009982,0.412252,-0.015849,0.412556
3.549957,0.010079,0.571466,0.113438,0.582616
3.559900,0.009943,0.418237,0.117029,0.434302
3.569881,0.009981,0.360776,-0.236116,0.431173
3.579881,0.010000,0.297330,-0.056551,0.302660
3.589881,0.010000,0.268600,0.121817,0.294933
3.599862,0.009981,0.229095,0.186461,0.295385
3.610008,0.010145,0.322469,0.071539,0.330309
3.619915,0.009907,0.388310,0.029641,0.389439
3.629896,0.009981,0.357185,-0.030214,0.358461
3.639902,0.010006,0.197971,0.039217,0.201818
3.649959,0.010058,0.207547,-0.075704,0.220923
3.659875,0.009916,0.268600,-0.068522,0.277202
3.669879,0.010004,0.245855,0.070342,0.255720
3.679873,0.009993,0.256629,0.205614,0.328840
3.689836,0.009963,0.280571,-0.006272,0.280641
3.699867,0.010031,0.206350,-0.100843,0.229673
3.709903,0.010036,0.245855,-0.193020,0.312572
3.719863,0.009960,-0.039055,0.333704,0.335982
3.729862,0.009999,0.014814,-0.007469,0.016591
3.739857,0.009995,0.053121,0.023655,0.058150
3.750069,0.010212,0.389507,-0.057748,0.393764
3.759880,0.009811,0.442179,0.072736,0.448122
3.769873,0.009993,0.314089,-0.052959,0.318523
3.779866,0.009992,0.226701,0.017670,0.227389
3.789855,0.009989,0.413449,-0.194217,0.456793
3.799861,0.010006,0.452953,-0.116406,0.467672
3.809847,0.009985,0.373944,0.164913,0.408694
3.819864,0.010017,0.270994,0.148154,0.308848
3.829898,0.010034,0.237475,0.064357,0.246041
3.839869,0.009971,0.359579,-0.070916,0.366505
3.849947,0.010078,0.425420,-0.091267,0.435099
3.859906,0.009959,0.315286,0.083510,0.326159
3.869876,0.009970,0.239869,0.076328,0.251720
3.879870,0.009994,0.135721,0.125409,0.184791
3.889866,0.009996,0.322469,-0.036200,0.324495
3.899928,0.010062,0.170437,0.161322,0.234678
3.909865,0.009938,0.230292,0.294200,0.373615
3.919858,0.009992,0.075866,0.051188,0.091520
3.929868,0.010010,0.146495,-0.029017,0.149341
3.939873,0.010005,0.244658,-0.097252,0.263278
3.949939,0.010066,0.350002,-0.015849,0.350361
3.959891,0.009952,0.182408,0.145759,0.233492
3.969871,0.009980,0.214730,0.236739,0.319616
3.979854,0.009983,0.103400,0.005699,0.103557
3.989869,0.010015,0.177620,0.230754,0.291198
3.999862,0.009993,0.275782,-0.040988,0.278811
4.009856,0.009994,0.233884,-0.033806,0.236314
4.019873,0.010017,0.084246,-0.030214,0.089500
4.029865,0.009992,0.075866,0.058371,0.095723
4.039849,0.009984,0.197971,0.143365,0.244430
4.049944,0.010095,0.320075,0.155336,0.355777
4.059866,0.009922,0.290147,0.072736,0.299125
4.069904,0.010038,0.310498,-0.131968,0.337379
4.079970,0.010066,0.292542,-0.049368,0.296678
4.089847,0.009877,0.294936,0.061962,0.301374
4.099889,0.010042,0.302118,0.146957,0.335964
4.109862,0.009973,0.174029,0.169701,0.243073
4.119859,0.009997,0.106991,0.055977,0.120750
4.129858,0.009999,0.178817,-0.092464,0.201308
4.139858,0.010000,0.254234,-0.017046,0.254805
4.149920,0.010062,0.329652,-0.094858,0.343028
4.159878,0.009958,0.332046,0.096678,0.345834
4.169860,0.009982,0.305710,0.119423,0.328208
4.179931,0.010071,0.195576,0.051188,0.202164
4.189853,0.009923,0.171634,0.021261,0.172946
4.199882,0.010028,0.191985,0.076328,0.206601
4.209850,0.009969,0.329652,0.063159,0.335648
4.219901,0.010051,0.310498,0.027246,0.311691
4.229869,0.009968,0.363171,-0.086478,0.373325
4.239853,0.009984,0.341623,-0.085281,0.352106
4.249933,0.010080,0.253037,0.045203,0.257043
4.259871,0.009938,0.200365,0.112241,0.229661
4.269888,0.010017,0.176423,0.132591,0.220693
4.279867,0.009979,0.159663,-0.008667,0.159898
4.289860,0.009994,0.197971,0.060765,0.207086
4.299926,0.010065,0.291344,-0.001484,0.291348
4.309882,0.009956,0.334440,-0.031412,0.335912
4.319881,0.009999,0.327257,0.006896,0.327330
4.329874,0.009993,0.270994,0.030838,0.272743
4.339898,0.010024,0.223110,0.069145,0.233579
4.349955,0.010057,0.229095,0.073933,0.240730
4.359896,0.009942,0.230292,0.028444,0.232042
4.369855,0.009958,0.188394,0.006896,0.188520
4.379874,0.010019,0.145298,-0.058945,0.156799
4.389878,0.010004,0.236278,-0.020638,0.237177
4.399861,0.009983,0.207547,0.058371,0.215599
4.409893,0.010032,0.266205,0.002107,0.266214
4.419873,0.009980,0.241066,0.065554,0.249820
4.429872,0.009999,0.241066,0.029641,0.242882
4.439920,0.010049,0.255431,0.023655,0.256524
4.449926,0.010005,0.249446,-0.039791,0.252600
4.459876,0.009950,0.250643,-0.015849,0.251144
4.469887,0.010011,0.302118,-0.021835,0.302906
4.479861,0.009974,0.243460,0.028444,0.245116
4.489877,0.010016,0.176423,0.040415,0.180993
4.499870,0.009993,0.200365,0.052386,0.207100
4.509869,0.009999,0.207547,-0.017046,0.208246
4.519874,0.010005,0.151284,0.076328,0.169448
4.529876,0.010002,0.231489,0.011684,0.231784
4.539866,0.009991,0.203956,0.009290,0.204168
4.549948,0.010081,0.219518,-0.008667,0.219689
4.560092,0.010144,0.231489,0.057174,0.238445
4.569886,0.009794,0.318878,0.003304,0.318895
