t_s,dt_s,az_raw,az_dynamic,vel_z,disp_z
0.000000,0.000000,9.684546,0.014699,0.000000,0.000000
0.009818,0.009818,9.617508,-0.052339,-0.000514,-0.000005
0.019873,0.010055,9.667786,-0.002061,-0.000535,-0.000010
0.029809,0.009936,9.664195,-0.005652,-0.000591,-0.000016
0.039835,0.010026,9.671378,0.001531,-0.000575,-0.000022
0.049816,0.009981,9.706094,0.036247,-0.000214,-0.000024
0.059834,0.010018,9.635465,-0.034382,-0.000558,-0.000030
0.069820,0.009986,9.673772,0.003925,-0.000519,-0.000035
0.079835,0.010015,9.724050,0.054203,0.000024,-0.000035
0.089801,0.009966,9.666589,-0.003258,-0.000009,-0.000035
0.099841,0.010041,9.647436,-0.022411,-0.000234,-0.000037
0.109976,0.010135,9.633070,-0.036777,-0.000606,-0.000043
0.119886,0.009910,9.645041,-0.024806,-0.000852,-0.000052
0.129809,0.009923,9.700108,0.030261,-0.000552,-0.000057
0.139832,0.010023,9.700108,0.030261,-0.000249,-0.000060
0.149796,0.009964,9.706094,0.036247,0.000113,-0.000059
0.159817,0.010020,9.652224,-0.017623,-0.000064,-0.000059
0.169784,0.009967,9.653421,-0.016426,-0.000228,-0.000061
0.179850,0.010066,9.652224,-0.017623,-0.000405,-0.000066
0.189793,0.009943,9.658209,-0.011637,-0.000521,-0.000071
0.199855,0.010063,9.688137,0.018290,-0.000337,-0.000074
0.209781,0.009926,9.642647,-0.027200,-0.000607,-0.000080
0.219858,0.010077,9.694123,0.024276,-0.000362,-0.000084
0.229800,0.009942,9.641450,-0.028397,-0.000644,-0.000090
0.239834,0.010035,9.610325,-0.059522,-0.001242,-0.000103
0.249816,0.009981,9.623494,-0.046353,-0.001704,-0.000120
0.259824,0.010009,9.672575,0.002728,-0.001677,-0.000136
0.269789,0.009965,9.662998,-0.006849,-0.001745,-0.000154
0.279839,0.010050,9.686940,0.017093,-0.001574,-0.000170
0.289820,0.009982,9.700108,0.030261,-0.001271,-0.000182
0.299834,0.010014,9.667786,-0.002061,-0.001292,-0.000195
0.309785,0.009951,9.691728,0.021881,-0.001074,-0.000206
0.319903,0.010118,9.690531,0.020684,-0.000865,-0.000215
0.329865,0.009962,9.679757,0.009910,-0.000766,-0.000222
0.339839,0.009973,9.706094,0.036247,-0.000405,-0.000226
0.349865,0.010026,9.678560,0.008713,-0.000317,-0.000230
0.359843,0.009978,9.642647,-0.027200,-0.000589,-0.000235
0.369859,0.010016,9.670181,0.000334,-0.000586,-0.000241
0.379882,0.010023,9.673772,0.003925,-0.000546,-0.000247
0.389867,0.009985,9.659407,-0.010440,-0.000650,-0.000253
0.399860,0.009993,9.722853,0.053006,-0.000121,-0.000255
0.409874,0.010014,9.676166,0.006319,-0.000057,-0.000255
0.419985,0.010111,9.661801,-0.008046,-0.000139,-0.000257
0.429872,0.009887,9.647436,-0.022411,-0.000360,-0.000260
0.439902,0.010031,9.713276,0.043429,0.000075,-0.000259
0.449841,0.009938,9.689334,0.019487,0.000269,-0.000257
0.459840,0.010000,9.665392,-0.004455,0.000224,-0.000254
0.469843,0.010003,9.664195,-0.005652,0.000168,-0.000253
0.479836,0.009994,9.661801,-0.008046,0.000087,-0.000252
0.489842,0.010005,9.712079,0.042232,0.000510,-0.000247
0.499870,0.010028,9.682152,0.012305,0.000633,-0.000240
0.509846,0.009977,9.661801,-0.008046,0.000553,-0.000235
0.520128,0.010282,9.657012,-0.012835,0.000421,-0.000231
0.530181,0.010053,9.631873,-0.037974,0.000039,-0.000230
0.540193,0.010012,9.654618,-0.015229,-0.000113,-0.000231
0.549888,0.009695,9.684546,0.014699,0.000029,-0.000231
0.560134,0.010246,9.685743,0.015896,0.000192,-0.000229
0.569859,0.009725,9.726444,0.056597,0.000743,-0.000222
0.579971,0.010112,9.688137,0.018290,0.000928,-0.000212
0.589842,0.009871,9.700108,0.030261,0.001226,-0.000200
0.599938,0.010097,9.678560,0.008713,0.001314,-0.000187
0.609822,0.009884,9.651027,-0.018820,0.001128,-0.000176
0.620157,0.010335,9.680954,0.011107,0.001243,-0.000163
0.630300,0.010143,9.668983,-0.000864,0.001234,-0.000151
0.639954,0.009655,9.627085,-0.042762,0.000821,-0.000143
0.649856,0.009902,9.664195,-0.005652,0.000765,-0.000135
0.659933,0.010077,9.645041,-0.024806,0.000515,-0.000130
0.669910,0.009977,9.659407,-0.010440,0.000411,-0.000126
0.679970,0.010060,9.629479,-0.040368,0.000005,-0.000126
0.689821,0.009851,9.666589,-0.003258,-0.000027,-0.000126
0.699923,0.010102,9.661801,-0.008046,-0.000108,-0.000127
0.709821,0.009898,9.651027,-0.018820,-0.000294,-0.000130
0.720026,0.010204,9.628282,-0.041565,-0.000719,-0.000137
0.729923,0.009897,9.662998,-0.006849,-0.000786,-0.000145
0.739973,0.010050,9.643844,-0.026003,-0.001048,-0.000156
0.749831,0.009858,9.676166,0.006319,-0.000985,-0.000165
0.759958,0.010128,9.636662,-0.033185,-0.001321,-0.000179
0.769845,0.009887,9.651027,-0.018820,-0.001508,-0.000194
0.780326,0.010481,9.668983,-0.000864,-0.001517,-0.000209
0.789868,0.009542,9.637859,-0.031988,-0.001822,-0.000227
0.799953,0.010085,9.657012,-0.012835,-0.001951,-0.000247
0.809850,0.009897,9.673772,0.003925,-0.001912,-0.000265
0.820032,0.010182,9.668983,-0.000864,-0.001921,-0.000285
0.829840,0.009808,9.697714,0.027867,-0.001648,-0.000301
0.839931,0.010091,9.661801,-0.008046,-0.001729,-0.000319
0.849838,0.009907,9.684546,0.014699,-0.001583,-0.000334
0.860102,0.010265,9.664195,-0.005652,-0.001641,-0.000351
0.869863,0.009761,9.680954,0.011107,-0.001533,-0.000366
0.879970,0.010107,9.648633,-0.021214,-0.001747,-0.000384
0.889827,0.009857,9.671378,0.001531,-0.001732,-0.000401
0.899983,0.010156,9.651027,-0.018820,-0.001924,-0.000420
0.909831,0.009849,9.662998,-0.006849,-0.001991,-0.000440
0.920138,0.010307,9.646238,-0.023608,-0.002234,-0.000463
0.929855,0.009717,9.710882,0.041035,-0.001836,-0.000481
0.940024,0.010170,9.680954,0.011107,-0.001723,-0.000498
0.949849,0.009824,9.712079,0.042232,-0.001308,-0.000511
0.960120,0.010271,9.691728,0.021881,-0.001083,-0.000522
0.969924,0.009804,9.720459,0.050612,-0.000587,-0.000528
0.980096,0.010172,9.631873,-0.037974,-0.000973,-0.000538
0.989992,0.009896,9.671378,0.001531,-0.000958,-0.000548
1.000026,0.010034,9.712079,0.042232,-0.000534,-0.000553
1.009891,0.009865,9.666589,-0.003258,-0.000566,-0.000558
1.020096,0.010205,9.677363,0.007516,-0.000490,-0.000563
1.029908,0.009812,9.757569,0.087722,0.000371,-0.000560
1.040162,0.010254,9.722853,0.053006,0.000915,-0.000550
1.049849,0.009687,9.646238,-0.023608,0.000686,-0.000544
1.060020,0.010171,9.695320,0.025473,0.000945,-0.000534
1.069910,0.009890,9.682152,0.012305,0.001067,-0.000524
1.079991,0.010081,9.712079,0.042232,0.001492,-0.000509
1.089912,0.009921,9.653421,-0.016426,0.001330,-0.000495
1.100020,0.010108,9.696517,0.026670,0.001599,-0.000479
1.109836,0.009816,9.691728,0.021881,0.001814,-0.000461
1.120055,0.010219,9.617508,-0.052339,0.001279,-0.000448
1.129815,0.009760,9.691728,0.021881,0.001493,-0.000434
1.139996,0.010181,9.714473,0.044626,0.001947,-0.000414
1.149818,0.009822,9.657012,-0.012835,0.001821,-0.000396
1.160017,0.010199,9.707291,0.037444,0.002203,-0.000374
1.169805,0.009788,9.688137,0.018290,0.002382,-0.000350
1.180469,0.010664,9.679757,0.009910,0.002487,-0.000324
1.189927,0.009458,9.733627,0.063780,0.003091,-0.000295
1.199901,0.009974,9.709685,0.039838,0.003488,-0.000260
1.209850,0.009949,9.654618,-0.015229,0.003337,-0.000227
1.220235,0.010385,9.649830,-0.020017,0.003129,-0.000194
1.229856,0.009620,9.685743,0.015896,0.003282,-0.000162
1.240036,0.010180,9.658209,-0.011637,0.003163,-0.000130
1.249837,0.009801,9.680954,0.011107,0.003272,-0.000098
1.259999,0.010162,9.708488,0.038641,0.003665,-0.000061
1.269852,0.009853,9.631873,-0.037974,0.003290,-0.000029
1.280095,0.010243,9.710882,0.041035,0.003711,0.000009
1.289863,0.009768,9.683349,0.013502,0.003843,0.000047
1.300015,0.010152,9.679757,0.009910,0.003943,0.000087
1.309803,0.009788,9.679757,0.009910,0.004040,0.000127
1.320257,0.010453,9.665392,-0.004455,0.003994,0.000168
1.329838,0.009581,9.670181,0.000334,0.003997,0.000207
1.339986,0.010148,9.660604,-0.009243,0.003903,0.000246
1.349819,0.009833,9.665392,-0.004455,0.003859,0.000284
1.360112,0.010293,9.692925,0.023078,0.004097,0.000326
1.369862,0.009751,9.671378,0.001531,0.004112,0.000366
1.379936,0.010074,9.710882,0.041035,0.004525,0.000412
1.389816,0.009880,9.609128,-0.060719,0.003925,0.000451
1.399933,0.010117,9.701305,0.031458,0.004244,0.000494
1.409903,0.009970,9.731233,0.061386,0.004856,0.000542
1.420168,0.010265,9.653421,-0.016426,0.004687,0.000590
1.429914,0.009745,9.569624,-0.100223,0.003710,0.000626
1.439900,0.009986,9.648633,-0.021214,0.003498,0.000661
1.449848,0.009948,9.704896,0.035049,0.003847,0.000700
1.459881,0.010034,9.709685,0.039838,0.004247,0.000742
1.469861,0.009979,9.658209,-0.011637,0.004131,0.000783
1.479872,0.010011,9.641450,-0.028397,0.003846,0.000822
1.489838,0.009966,9.673772,0.003925,0.003885,0.000861
1.499885,0.010047,9.718065,0.048218,0.004370,0.000905
1.509858,0.009974,9.653421,-0.016426,0.004206,0.000947
1.519961,0.010103,9.738415,0.068568,0.004899,0.000996
1.529859,0.009898,9.702502,0.032655,0.005222,0.001048
1.539896,0.010037,9.636662,-0.033185,0.004889,0.001097
1.549847,0.009950,9.657012,-0.012835,0.004761,0.001144
1.559904,0.010058,9.728838,0.058991,0.005355,0.001198
1.569845,0.009941,9.750386,0.080539,0.006155,0.001259
1.579863,0.010017,9.715670,0.045823,0.006614,0.001325
1.589839,0.009976,9.672575,0.002728,0.006641,0.001392
1.599898,0.010059,9.639056,-0.030791,0.006332,0.001455
1.609831,0.009933,9.539697,-0.130150,0.005039,0.001505
1.619920,0.010089,9.726444,0.056597,0.005610,0.001562
1.629859,0.009938,9.731233,0.061386,0.006220,0.001624
1.639922,0.010063,9.622296,-0.047550,0.005741,0.001682
1.649848,0.009926,9.653421,-0.016426,0.005578,0.001737
1.659870,0.010022,9.677363,0.007516,0.005654,0.001794
1.669868,0.009999,9.628282,-0.041565,0.005238,0.001846
1.680511,0.010642,9.643844,-0.026003,0.004961,0.001899
1.689853,0.009342,9.811438,0.141591,0.006284,0.001958
1.699905,0.010052,9.846154,0.176307,0.008056,0.002039
1.709812,0.009907,9.652224,-0.017623,0.007882,0.002117
1.721276,0.011464,9.657012,-0.012835,0.007735,0.002205
1.729920,0.008645,9.718065,0.048218,0.008152,0.002276
1.739841,0.009921,9.630676,-0.039171,0.007763,0.002353
1.749840,0.009999,9.694123,0.024276,0.008006,0.002433
1.759885,0.010045,9.832986,0.163139,0.009644,0.002530
1.769781,0.009896,9.785102,0.115255,0.010785,0.002636
1.779829,0.010048,9.709685,0.039838,0.011185,0.002749
1.789784,0.009955,9.637859,-0.031988,0.010867,0.002857
1.799871,0.010087,9.625888,-0.043959,0.010423,0.002962
1.809780,0.009909,9.585186,-0.084661,0.009584,0.003057
1.819965,0.010185,9.750386,0.080539,0.010405,0.003163
1.829809,0.009844,9.779117,0.109270,0.011480,0.003276
1.839825,0.010015,9.641450,-0.028397,0.011196,0.003388
1.849803,0.009979,9.526528,-0.143319,0.009766,0.003486
1.859830,0.010026,9.613917,-0.055930,0.009205,0.003578
1.869785,0.009955,9.714473,0.044626,0.009649,0.003674
1.879825,0.010040,9.879673,0.209826,0.011756,0.003792
1.889834,0.010009,9.835380,0.165533,0.013413,0.003926
1.899873,0.010039,9.617508,-0.052339,0.012888,0.004056
1.909831,0.009957,9.434352,-0.235495,0.010543,0.004161
1.919971,0.010141,9.615114,-0.054733,0.009988,0.004262
1.929789,0.009817,9.823409,0.153562,0.011495,0.004375
1.939833,0.010044,9.776722,0.106876,0.012569,0.004501
1.949790,0.009957,9.739612,0.069765,0.013263,0.004633
1.959834,0.010044,9.573215,-0.096632,0.012293,0.004757
1.969784,0.009950,9.481039,-0.188808,0.010414,0.004860
1.979878,0.010094,9.698911,0.029064,0.010707,0.004968
1.989784,0.009906,9.758766,0.088919,0.011588,0.005083
1.999869,0.010085,9.691728,0.021881,0.011809,0.005202
2.009773,0.009904,9.525331,-0.144516,0.010378,0.005305
2.019961,0.010187,9.621099,-0.048748,0.009881,0.005406
2.029814,0.009854,9.811438,0.141591,0.011276,0.005517
2.039848,0.010033,9.763554,0.093707,0.012216,0.005639
2.049810,0.009962,9.668983,-0.000864,0.012208,0.005761
2.059839,0.010029,9.460688,-0.209159,0.010110,0.005862
2.069786,0.009946,9.689334,0.019487,0.010304,0.005965
2.079871,0.010086,9.759963,0.090116,0.011213,0.006078
2.089798,0.009927,9.731233,0.061386,0.011822,0.006195
2.099838,0.010040,9.708488,0.038641,0.012210,0.006318
2.109800,0.009962,9.618705,-0.051142,0.011701,0.006434
2.119970,0.010170,10.058041,0.388194,0.015649,0.006594
2.129804,0.009833,11.216835,1.546988,0.030861,0.006897
2.139842,0.010038,9.027337,-0.642510,0.024411,0.007142
2.149813,0.009972,8.337807,-1.332040,0.011129,0.007253
2.159830,0.010016,9.871293,0.201446,0.013146,0.007385
2.169809,0.009979,10.180145,0.510298,0.018239,0.007567
2.179814,0.010005,8.955511,-0.714336,0.011092,0.007678
2.189808,0.009994,8.979453,-0.690394,0.004192,0.007720
2.199876,0.010068,10.352528,0.682681,0.011065,0.007831
2.209776,0.009900,9.884462,0.214615,0.013190,0.007962
2.219943,0.010167,9.872491,0.202644,0.015250,0.008117
2.229790,0.009847,9.934740,0.264893,0.017858,0.008292
2.239827,0.010037,9.473856,-0.195991,0.015891,0.008452
2.249783,0.009956,9.296685,-0.373162,0.012176,0.008573
2.259844,0.010062,9.919177,0.249331,0.014685,0.008721
2.269783,0.009938,9.828198,0.158351,0.016259,0.008883
2.279870,0.010087,9.518149,-0.151698,0.014728,0.009031
2.289785,0.009915,9.625888,-0.043959,0.014293,0.009173
2.299865,0.010080,9.724050,0.054203,0.014839,0.009322
2.309838,0.009974,9.726444,0.056597,0.015403,0.009476
2.319949,0.010111,9.724050,0.054203,0.015951,0.009637
2.329798,0.009849,9.710882,0.041035,0.016356,0.009798
2.339840,0.010042,9.664195,-0.005652,0.016299,0.009962
2.349813,0.009973,9.707291,0.037444,0.016672,0.010128
2.359857,0.010044,9.730036,0.060189,0.017277,0.010302
2.369790,0.009933,9.674969,0.005122,0.017328,0.010474
2.379895,0.010106,9.672575,0.002728,0.017355,0.010649
2.389811,0.009915,9.696517,0.026670,0.017620,0.010824
2.399872,0.010062,9.689334,0.019487,0.017816,0.011003
2.409815,0.009943,9.659407,-0.010440,0.017712,0.011179
2.419993,0.010178,9.636662,-0.033185,0.017374,0.011356
2.429870,0.009876,9.598354,-0.071493,0.016668,0.011521
2.441015,0.011146,9.668983,-0.000864,0.016658,0.011707
2.449905,0.008889,9.691728,0.021881,0.016853,0.011856
2.459898,0.009993,9.664195,-0.005652,0.016797,0.012024
2.469854,0.009956,9.617508,-0.052339,0.016275,0.012186
2.479865,0.010011,9.763554,0.093707,0.017214,0.012359
2.489848,0.009984,9.695320,0.025473,0.017468,0.012533
2.499892,0.010044,9.698911,0.029064,0.017760,0.012711
2.509843,0.009951,9.756372,0.086525,0.018621,0.012897
2.519991,0.010148,9.750386,0.080539,0.019438,0.013094
2.529856,0.009865,9.666589,-0.003258,0.019406,0.013285
2.539854,0.009998,9.742007,0.072160,0.020127,0.013487
2.549854,0.010000,9.683349,0.013502,0.020262,0.013689
2.559860,0.010007,9.653421,-0.016426,0.020098,0.013890
2.569838,0.009977,9.664195,-0.005652,0.020042,0.014090
2.579875,0.010037,9.594763,-0.075084,0.019288,0.014284
2.589956,0.010081,9.724050,0.054203,0.019834,0.014484
2.599872,0.009917,9.635465,-0.034382,0.019493,0.014677
2.609838,0.009966,9.673772,0.003925,0.019533,0.014872
2.619940,0.010102,9.690531,0.020684,0.019742,0.015071
2.629852,0.009912,9.652224,-0.017623,0.019567,0.015265
2.639862,0.010010,9.578004,-0.091843,0.018648,0.015452
2.649835,0.009973,9.659407,-0.010440,0.018543,0.015637
2.659850,0.010015,9.728838,0.058991,0.019134,0.015828
2.669844,0.009994,9.611523,-0.058324,0.018551,0.016014
2.679868,0.010024,9.589975,-0.079872,0.017751,0.016192
2.689840,0.009972,9.680954,0.011107,0.017861,0.016370
2.699903,0.010063,9.625888,-0.043959,0.017419,0.016545
2.709846,0.009943,9.593566,-0.076281,0.016661,0.016711
2.719967,0.010121,9.628282,-0.041565,0.016240,0.016875
2.729870,0.009903,9.655815,-0.014032,0.016101,0.017035
2.739873,0.010003,9.670181,0.000334,0.016104,0.017196
2.749853,0.009980,9.629479,-0.040368,0.015701,0.017352
2.759866,0.010014,9.586383,-0.083464,0.014866,0.017501
2.769856,0.009990,9.501389,-0.168458,0.013183,0.017633
2.779859,0.010002,9.607931,-0.061916,0.012564,0.017759
2.789840,0.009981,9.714473,0.044626,0.013009,0.017888
2.799881,0.010042,9.679757,0.009910,0.013108,0.018020
2.809844,0.009963,9.655815,-0.014032,0.012969,0.018149
2.819942,0.010098,9.645041,-0.024806,0.012718,0.018278
2.829849,0.009907,9.649830,-0.020017,0.012520,0.018402
2.839863,0.010014,9.730036,0.060189,0.013123,0.018533
2.849849,0.009986,9.654618,-0.015229,0.012971,0.018663
2.859891,0.010042,9.630676,-0.039171,0.012577,0.018789
2.869858,0.009967,9.654618,-0.015229,0.012425,0.018913
2.879869,0.010011,9.641450,-0.028397,0.012141,0.019034
2.889873,0.010004,9.488221,-0.181626,0.010324,0.019138
2.899884,0.010011,9.703699,0.033852,0.010663,0.019244
2.909848,0.009964,9.686940,0.017093,0.010833,0.019352
2.919949,0.010101,9.473856,-0.195991,0.008854,0.019442
2.929859,0.009910,9.592369,-0.077478,0.008086,0.019522
2.939869,0.010010,9.623494,-0.046353,0.007622,0.019598
2.949858,0.009989,9.573215,-0.096632,0.006657,0.019665
2.959871,0.010013,9.864111,0.194264,0.008602,0.019751
2.969841,0.009970,9.783905,0.114058,0.009739,0.019848
2.979847,0.010006,9.599552,-0.070295,0.009036,0.019938
2.989841,0.009994,9.653421,-0.016426,0.008871,0.020027
2.999891,0.010050,9.611523,-0.058324,0.008285,0.020110
3.009853,0.009963,9.507375,-0.162472,0.006667,0.020177
3.019907,0.010054,9.467870,-0.201977,0.004636,0.020223
3.029807,0.009900,9.874885,0.205038,0.006666,0.020289
3.039875,0.010068,9.840169,0.170322,0.008380,0.020374
3.049794,0.009919,9.617508,-0.052339,0.007861,0.020452
3.059878,0.010085,9.746795,0.076948,0.008637,0.020539
3.069796,0.009918,9.599552,-0.070295,0.007940,0.020617
3.079879,0.010083,9.326613,-0.343234,0.004479,0.020663
3.089799,0.009920,9.589975,-0.079872,0.003687,0.020699
3.099875,0.010077,9.793482,0.123635,0.004933,0.020749
3.109813,0.009938,9.646238,-0.023608,0.004698,0.020796
3.119934,0.010121,9.720459,0.050612,0.005210,0.020848
3.129801,0.009867,9.756372,0.086525,0.006064,0.020908
3.139863,0.010062,9.548076,-0.121771,0.004839,0.020957
3.149779,0.009916,9.482236,-0.187611,0.002979,0.020986
3.159862,0.010083,9.568427,-0.101420,0.001956,0.021006
3.169793,0.009931,9.658209,-0.011637,0.001840,0.021024
3.179850,0.010057,9.633070,-0.036777,0.001470,0.021039
3.189790,0.009940,9.745598,0.075751,0.002223,0.021061
3.200305,0.010515,9.817424,0.147577,0.003775,0.021101
3.209777,0.009472,9.627085,-0.042762,0.003370,0.021133
3.219892,0.010115,9.530120,-0.139727,0.001957,0.021153
3.229788,0.009896,9.597157,-0.072690,0.001237,0.021165
3.239869,0.010081,9.645041,-0.024806,0.000987,0.021175
3.249789,0.009919,9.713276,0.043429,0.001418,0.021189
3.259853,0.010065,9.601946,-0.067901,0.000735,0.021196
3.269775,0.009922,9.625888,-0.043959,0.000299,0.021199
3.279849,0.010074,9.605537,-0.064310,-0.000349,0.021196
3.289790,0.009941,9.798270,0.128423,0.000927,0.021205
3.299858,0.010068,9.831789,0.161942,0.002558,0.021231
3.309816,0.009958,9.487024,-0.182823,0.000737,0.021238
3.319908,0.010092,9.393650,-0.276197,-0.002050,0.021217
3.329811,0.009903,9.637859,-0.031988,-0.002367,0.021194
3.339870,0.010059,9.684546,0.014699,-0.002219,0.021172
3.349807,0.009937,9.923966,0.254119,0.000306,0.021175
3.359866,0.010059,9.690531,0.020684,0.000514,0.021180
