t_s,dt_s,ax_dynamic,vel_x,az_dynamic,accel_xz_magnitude,cur_left_a,cur_right_a,cur_total_a
0.799953,0.010085,-0.008803,-0.000630,-0.012835,0.015564,0.0000,0.0000,0.0000
0.809850,0.009897,0.013942,-0.000492,0.003925,0.014484,0.0000,0.0000,0.0000
0.820032,0.010182,0.003168,-0.000460,-0.000864,0.003283,0.0000,0.0000,0.0000
0.829840,0.009808,0.037884,-0.000089,0.027867,0.047029,0.0000,0.0000,0.0000
0.839931,0.010091,-0.011198,-0.000202,-0.008046,0.013789,0.0000,0.0000,0.0000
0.849838,0.009907,-0.000424,-0.000206,0.014699,0.014705,0.0000,0.0000,0.0000
0.860102,0.010265,-0.008803,-0.000296,-0.005652,0.010461,0.0000,0.0000,0.0000
0.869863,0.009761,-0.011198,-0.000405,0.011107,0.015772,0.0000,0.0000,0.0000
0.879970,0.010107,-0.013592,-0.000543,-0.021214,0.025195,0.0000,0.0000,0.0000
0.889827,0.009857,0.001971,-0.000523,0.001531,0.002495,0.0000,0.0000,0.0000
0.899983,0.010156,0.016336,-0.000358,-0.018820,0.024921,0.0000,0.0000,0.0000
0.909831,0.009849,0.012745,-0.000232,-0.006849,0.014468,0.0000,0.0000,0.0000
0.920138,0.010307,0.027110,0.000047,-0.023608,0.035949,0.0000,0.0000,0.0000
0.929855,0.009717,0.028307,0.000322,0.041035,0.049851,0.0000,0.0000,0.0000
0.940024,0.010170,0.016336,0.000489,0.011107,0.019754,0.0000,0.0000,0.0000
0.949849,0.009824,-0.000424,0.000484,0.042232,0.042234,0.0000,0.0000,0.0000
0.960120,0.010271,0.003168,0.000517,0.021881,0.022109,0.0000,0.0000,0.0000
0.969924,0.009804,0.016336,0.000677,0.050612,0.053183,0.0000,0.0000,0.0000
0.980096,0.010172,-0.032745,0.000344,-0.037974,0.050142,0.0000,0.0000,0.0000
0.989992,0.009896,0.247376,0.002792,0.001531,0.247381,0.0000,0.0000,0.0000
1.000026,0.010034,0.381452,0.006620,0.042232,0.383782,0.0000,0.0000,0.0000
1.009891,0.009865,0.347933,0.010052,-0.003258,0.347948,0.0000,0.0000,0.0000
1.020096,0.010205,0.276107,0.012870,0.007516,0.276209,0.0000,0.0000,0.0000
1.029908,0.009812,0.155200,0.014392,0.087722,0.178275,0.0000,0.0000,0.0000
1.040162,0.010254,0.133652,0.015763,0.053006,0.143779,0.0000,0.0000,0.0000
1.049849,0.009687,0.113301,0.016860,-0.023608,0.115734,0.0000,0.0000,0.0000
1.060020,0.010171,0.070205,0.017575,0.025473,0.074684,0.0000,0.0000,0.0000
1.069910,0.009890,0.003168,0.017606,0.012305,0.012706,0.0000,0.0000,0.0000
1.079991,0.010081,-0.033942,0.017264,0.042232,0.054182,0.0000,0.0000,0.0000
1.089912,0.009921,0.031898,0.017580,-0.016426,0.035879,0.0000,0.0000,0.0000
1.100020,0.010108,0.021124,0.017794,0.026670,0.034022,0.0000,0.0000,0.0000
1.109836,0.009816,0.037884,0.018166,0.021881,0.043749,0.0000,0.0000,0.0000
1.120055,0.010219,0.092950,0.019115,-0.052339,0.106673,0.0000,0.0000,0.0000
1.129815,0.009760,0.131257,0.020396,0.021881,0.133069,0.0000,0.0000,0.0000
1.139996,0.010181,0.144426,0.021867,0.044626,0.151163,0.0000,0.0000,0.0000
1.149818,0.009822,0.102527,0.022874,-0.012835,0.103327,0.0000,0.0000,0.0000
1.160017,0.010199,0.122878,0.024127,0.037444,0.128456,0.0000,0.0000,0.0000
1.169805,0.009788,0.194704,0.026033,0.018290,0.195561,0.0000,0.0000,0.0000
1.180469,0.010664,0.159988,0.027739,0.009910,0.160295,0.0000,0.0000,0.0000
1.189927,0.009458,0.136046,0.029026,0.063780,0.150254,0.0000,0.0000,0.0000
1.199901,0.009974,0.200689,0.031027,0.039838,0.204605,0.0000,0.0000,0.0000
1.209850,0.009949,0.187521,0.032893,-0.015229,0.188139,0.0000,0.0000,0.0000
1.220235,0.010385,0.131257,0.034256,-0.020017,0.132775,0.0000,0.0000,0.0000
1.229856,0.009620,0.085768,0.035081,0.015896,0.087228,0.0000,0.0000,0.0000
1.240036,0.010180,0.064220,0.035735,-0.011637,0.065266,0.0000,0.0000,0.0000
1.249837,0.009801,0.045066,0.036177,0.011107,0.046415,0.0000,0.0000,0.0000
1.259999,0.010162,0.060629,0.036793,0.038641,0.071895,0.0000,0.0000,0.0000
1.269852,0.009853,0.027110,0.037060,-0.037974,0.046658,0.0000,0.0000,0.0000
1.280095,0.010243,0.095344,0.038037,0.041035,0.103800,0.0000,0.0000,0.0000
1.289863,0.009768,0.131257,0.039319,0.013502,0.131950,0.0000,0.0000,0.0000
1.300015,0.010152,0.124075,0.040578,0.009910,0.124470,0.0000,0.0000,0.0000
1.309803,0.009788,0.185127,0.042390,0.009910,0.185392,0.0000,0.0000,0.0000
1.320257,0.010453,0.191113,0.044388,-0.004455,0.191164,0.0000,0.0000,0.0000
1.329838,0.009581,0.139637,0.045726,0.000334,0.139638,0.0000,0.0000,0.0000
1.339986,0.010148,0.132455,0.047070,-0.009243,0.132777,0.0000,0.0000,0.0000
1.349819,0.009833,0.126469,0.048314,-0.004455,0.126548,0.0000,0.0000,0.0000
1.360112,0.010293,-0.008803,0.048223,0.023078,0.024700,0.0000,0.0000,0.0000
1.369862,0.009751,-0.080629,0.047437,0.001531,0.080644,0.0000,0.0000,0.0000
1.379936,0.010074,-0.092600,0.046504,0.041035,0.101285,0.0000,0.0000,0.0000
1.389816,0.009880,-0.083024,0.045684,-0.060719,0.102857,0.0000,0.0000,0.0000
1.399933,0.010117,-0.027957,0.045401,0.031458,0.042086,0.0000,0.0000,0.0000
1.409903,0.009970,0.007956,0.045480,0.061386,0.061899,0.0000,0.0000,0.0000
1.420168,0.010265,0.127666,0.046791,-0.016426,0.128719,0.0000,0.0000,0.0000
1.429914,0.009745,0.137243,0.048128,-0.100223,0.169942,0.0000,0.0000,0.0000
1.439900,0.009986,0.238997,0.050515,-0.021214,0.239936,0.0000,0.0000,0.0000
1.449848,0.009948,0.228223,0.052785,0.035049,0.230898,0.0000,0.0000,0.0000
1.459881,0.010034,0.185127,0.054643,0.039838,0.189365,0.0000,0.0000,0.0000
1.469861,0.009979,0.124075,0.055881,-0.011637,0.124619,0.0000,0.0000,0.0000
1.479872,0.010011,0.137243,0.057255,-0.028397,0.140150,0.0000,0.0000,0.0000
1.489838,0.009966,0.108513,0.058337,0.003925,0.108584,0.0000,0.0000,0.0000
1.499885,0.010047,0.124075,0.059583,0.048218,0.133115,0.0000,0.0000,0.0000
1.509858,0.009974,0.079782,0.060379,-0.016426,0.081456,0.0000,0.0000,0.0000
1.519961,0.010103,0.094147,0.061330,0.068568,0.116470,0.0000,0.0000,0.0000
1.529859,0.009898,0.027110,0.061598,0.032655,0.042442,0.0000,0.0000,0.0000
1.539896,0.010037,0.011547,0.061714,-0.033185,0.035137,0.0000,0.0000,0.0000
1.549847,0.009950,0.017533,0.061889,-0.012835,0.021729,0.0000,0.0000,0.0000
1.559904,0.010058,0.010350,0.061993,0.058991,0.059893,0.0000,0.0000,0.0000
1.569845,0.009941,0.089359,0.062881,0.080539,0.120298,0.0000,0.0000,0.0000
1.579863,0.010017,0.171959,0.064604,0.045823,0.177960,0.0000,0.0000,0.0000
1.589839,0.009976,0.144426,0.066045,0.002728,0.144451,0.0000,0.0000,0.0000
1.599898,0.010059,0.106118,0.067112,-0.030791,0.110495,0.0000,0.0000,0.0000
1.609831,0.009933,0.116892,0.068273,-0.130150,0.174937,0.0000,0.0000,0.0000
1.619920,0.010089,0.070205,0.068981,0.056597,0.090178,0.0000,0.0000,0.0000
1.629859,0.009938,0.036687,0.069346,0.061386,0.071513,0.0000,0.0000,0.0000
1.639922,0.010063,0.090556,0.070257,-0.047550,0.102281,0.0000,0.0000,0.0000
1.649848,0.009926,0.065417,0.070907,-0.016426,0.067448,0.0000,0.0000,0.0000
1.659870,0.010022,0.024716,0.071154,0.007516,0.025833,0.0000,0.0000,0.0000
1.669868,0.009999,0.016336,0.071318,-0.041565,0.044660,0.0000,0.0000,0.0000
1.680511,0.010642,0.059431,0.071950,-0.026003,0.064871,0.0000,0.0000,0.0000
1.689853,0.009342,0.122878,0.073098,0.141591,0.187476,0.0000,0.0000,0.0000
1.699905,0.010052,0.194704,0.075055,0.176307,0.262667,0.0000,0.0000,0.0000
1.709812,0.009907,0.198295,0.077020,-0.017623,0.199077,0.0000,0.0000,0.0000
1.721276,0.011464,0.122878,0.078428,-0.012835,0.123546,0.0000,0.0000,0.0000
1.729920,0.008645,0.033095,0.078715,0.048218,0.058483,0.0000,0.0000,0.0000
1.739841,0.009921,0.040278,0.079114,-0.039171,0.056184,0.0000,0.0000,0.0000
1.749840,0.009999,0.048658,0.079601,0.024276,0.054377,0.0000,0.0000,0.0000
1.759885,0.010045,0.106118,0.080667,0.163139,0.194616,0.0000,0.0000,0.0000
1.769781,0.009896,0.082176,0.081480,0.115255,0.141551,0.0000,0.0000,0.0000
1.779829,0.010048,0.108513,0.082570,0.039838,0.115594,0.0000,0.0000,0.0000
1.789784,0.009955,0.009153,0.082661,-0.031988,0.033272,0.0000,0.0000,0.0000
1.799871,0.010087,0.090556,0.083575,-0.043959,0.100662,0.0000,0.0000,0.0000
1.809780,0.009909,0.229420,0.085848,-0.084661,0.244542,0.0000,0.0000,0.0000
1.819965,0.010185,0.199492,0.087880,0.080539,0.215137,0.0000,0.0000,0.0000
1.829809,0.009844,0.112104,0.088983,0.109270,0.156548,0.0000,0.0000,0.0000
1.839825,0.010015,0.063023,0.089615,-0.028397,0.069125,0.0000,0.0000,0.0000
1.849803,0.009979,-0.001621,0.089598,-0.143319,0.143328,0.0000,0.0000,0.0000
1.859830,0.010026,0.072600,0.090326,-0.055930,0.091645,0.0000,0.0000,0.0000
1.869785,0.009955,0.183930,0.092157,0.044626,0.189266,0.0000,0.0000,0.0000
1.879825,0.010040,0.137243,0.093535,0.209826,0.250724,0.0000,0.0000,0.0000
1.889834,0.010009,0.073797,0.094274,0.165533,0.181238,0.0000,0.0000,0.0000
1.899873,0.010039,0.076191,0.095039,-0.052339,0.092436,0.0000,0.0000,0.0000
1.909831,0.009957,0.120484,0.096239,-0.235495,0.264527,0.0000,0.0000,0.0000
1.919971,0.010141,0.218646,0.098456,-0.054733,0.225392,0.0000,0.0000,0.0000
1.929789,0.009817,0.175550,0.100179,0.153562,0.233237,0.0000,0.0000,0.0000
1.939833,0.010044,0.027110,0.100452,0.106876,0.110260,0.0000,0.0000,0.0000
1.949790,0.009957,-0.169215,0.098767,0.069765,0.183032,0.0000,0.0000,0.0000
1.959834,0.010044,-0.116542,0.097596,-0.096632,0.151393,0.0000,0.0000,0.0000
1.969784,0.009950,0.047460,0.098068,-0.188808,0.194682,0.0000,0.0000,0.0000
1.979878,0.010094,0.234208,0.100432,0.029064,0.236005,0.0000,0.0000,0.0000
1.989784,0.009906,0.127666,0.101697,0.088919,0.155580,0.0000,0.0000,0.0000
1.999869,0.010085,0.052249,0.102224,0.021881,0.056646,0.0000,0.0000,0.0000
2.009773,0.009904,0.101330,0.103228,-0.144516,0.176501,0.0000,0.0000,0.0000
2.019961,0.010187,0.124075,0.104492,-0.048748,0.133308,0.0000,0.0000,0.0000
2.029814,0.009854,-0.027957,0.104216,0.141591,0.144325,0.0000,0.0000,0.0000
2.039848,0.010033,-0.257800,0.101630,0.093707,0.274303,0.0000,0.0000,0.0000
2.049810,0.009962,-0.236252,0.099276,-0.000864,0.236254,0.0000,0.0000,0.0000
2.059839,0.010029,0.072600,0.100004,-0.209159,0.221401,0.0000,0.0000,0.0000
2.069786,0.009946,0.218646,0.102179,0.019487,0.219513,0.0000,0.0000,0.0000
2.079871,0.010086,0.086965,0.103056,0.090116,0.125235,0.0000,0.0000,0.0000
2.089798,0.009927,-0.029154,0.102767,0.061386,0.067957,0.0000,0.0000,0.0000
2.099838,0.010040,-0.105768,0.101705,0.038641,0.112606,0.0000,0.0000,0.0000
2.109800,0.009962,-0.351174,0.098206,-0.051142,0.354879,0.0000,0.0000,0.0000
2.119970,0.010170,-1.098165,0.087038,0.388194,1.164758,0.0000,0.0000,0.0000
2.129804,0.009833,-3.636019,0.051283,1.546988,3.951431,0.0000,0.0000,0.0000
2.139842,0.010038,-2.592147,0.025263,-0.642510,2.670589,0.0000,0.0000,0.0000
2.149813,0.009972,-0.473278,0.020544,-1.332040,1.413620,0.0000,0.0000,0.0000
2.159830,0.010016,0.155200,0.022098,0.201446,0.254298,0.0000,0.0000,0.0000
2.169809,0.009979,0.033095,0.022428,0.510298,0.511371,0.0000,0.0000,0.0000
2.179814,0.010005,0.104921,0.023478,-0.714336,0.722000,0.0000,0.0000,0.0000
2.189808,0.009994,0.101330,0.024491,-0.690394,0.697790,0.0000,0.0000,0.0000
2.199876,0.010068,-0.015986,0.024330,0.682681,0.682868,0.0000,0.0000,0.0000
2.209776,0.009900,0.067811,0.025001,0.214615,0.225073,0.0000,0.0000,0.0000
2.219943,0.010167,0.031898,0.025326,0.202644,0.205139,0.0000,0.0000,0.0000
2.229790,0.009847,-0.221887,0.023141,0.264893,0.345546,0.0000,0.0000,0.0000
2.239827,0.010037,-0.323641,0.019892,-0.195991,0.378359,0.0000,0.0000,0.0000
2.249783,0.009956,0.103724,0.020925,-0.373162,0.387309,0.0000,0.0000,0.0000
2.259844,0.010062,0.092950,0.021860,0.249331,0.266093,0.0000,0.0000,0.0000
2.269783,0.009938,-0.041125,0.021451,0.158351,0.163604,0.0000,0.0000,0.0000
2.279870,0.010087,-0.041125,0.021037,-0.151698,0.157174,0.0000,0.0000,0.0000
2.289785,0.009915,-0.094995,0.020095,-0.043959,0.104673,0.0000,0.0000,0.0000
2.299865,0.010080,-0.047111,0.019620,0.054203,0.071815,0.0000,0.0000,0.0000
2.309838,0.009974,0.150411,0.021120,0.056597,0.160707,0.0000,0.0000,0.0000
2.319949,0.010111,0.122878,0.022362,0.054203,0.134302,0.0000,0.0000,0.0000
2.329798,0.009849,0.010350,0.022464,0.041035,0.042320,0.0000,0.0000,0.0000
2.339840,0.010042,0.077388,0.023242,-0.005652,0.077594,0.0000,0.0000,0.0000
2.349813,0.009973,0.043869,0.023679,0.037444,0.057676,0.0000,0.0000,0.0000
2.359857,0.010044,0.083373,0.024516,0.060189,0.102829,0.0000,0.0000,0.0000
2.369790,0.009933,0.079782,0.025309,0.005122,0.079946,0.0000,0.0000,0.0000
2.379895,0.010106,0.091753,0.026236,0.002728,0.091794,0.0000,0.0000,0.0000
2.389811,0.009915,0.003168,0.026267,0.026670,0.026857,0.0000,0.0000,0.0000
2.399872,0.010062,-0.120134,0.025059,0.019487,0.121704,0.0000,0.0000,0.0000
2.409815,0.009943,-0.043519,0.024626,-0.010440,0.044754,0.0000,0.0000,0.0000
2.419993,0.010178,-0.174003,0.022855,-0.033185,0.177139,0.0000,0.0000,0.0000
2.429870,0.009876,-0.124922,0.021621,-0.071493,0.143933,0.0000,0.0000,0.0000
2.441015,0.011146,-0.074644,0.020789,-0.000864,0.074649,0.0000,0.0000,0.0000
2.449905,0.008889,-0.090206,0.019987,0.021881,0.092822,0.0000,0.0000,0.0000
2.459898,0.009993,-0.023169,0.019756,-0.005652,0.023848,0.0000,0.0000,0.0000
2.469854,0.009956,0.064220,0.020395,-0.052339,0.082847,0.0000,0.0000,0.0000
2.479865,0.010011,0.048658,0.020882,0.093707,0.105587,0.0000,0.0000,0.0000
2.489848,0.009984,0.140834,0.022288,0.025473,0.143119,0.0000,0.0000,0.0000
2.499892,0.010044,0.157594,0.023871,0.029064,0.160251,0.0000,0.0000,0.0000
2.509843,0.009951,0.116892,0.025034,0.086525,0.145432,0.0000,0.0000,0.0000
2.519991,0.010148,0.097739,0.026026,0.080539,0.126647,0.0000,0.0000,0.0000
2.529856,0.009865,0.107315,0.027085,-0.003258,0.107365,0.0000,0.0000,0.0000
2.539854,0.009998,-0.044716,0.026638,0.072160,0.084891,0.0000,0.0000,0.0000
2.549854,0.010000,0.012745,0.026765,0.013502,0.018567,0.0000,0.0000,0.0000
2.559860,0.010007,-0.030351,0.026462,-0.016426,0.034511,0.0000,0.0000,0.0000
2.569838,0.009977,0.015139,0.026613,-0.005652,0.016159,0.0000,0.0000,0.0000
2.579875,0.010037,0.043869,0.027053,-0.075084,0.086960,0.0000,0.0000,0.0000
2.589956,0.010081,0.040278,0.027459,0.054203,0.067530,0.0000,0.0000,0.0000
2.599872,0.009917,0.165973,0.029105,-0.034382,0.169497,0.0000,0.0000,0.0000
2.609838,0.009966,0.127666,0.030377,0.003925,0.127727,0.0000,0.0000,0.0000
2.619940,0.010102,0.033095,0.030711,0.020684,0.039027,0.0000,0.0000,0.0000
2.629852,0.009912,-0.035140,0.030363,-0.017623,0.039311,0.0000,0.0000,0.0000
2.639862,0.010010,0.006759,0.030431,-0.091843,0.092092,0.0000,0.0000,0.0000
2.649835,0.009973,0.030701,0.030737,-0.010440,0.032428,0.0000,0.0000,0.0000
2.659850,0.010015,-0.012395,0.030613,0.058991,0.060280,0.0000,0.0000,0.0000
2.669844,0.009994,0.001971,0.030633,-0.058324,0.058358,0.0000,0.0000,0.0000
2.679868,0.010024,0.035489,0.030988,-0.079872,0.087402,0.0000,0.0000,0.0000
2.689840,0.009972,0.053446,0.031521,0.011107,0.054588,0.0000,0.0000,0.0000
2.699903,0.010063,0.082176,0.032348,-0.043959,0.093195,0.0000,0.0000,0.0000
2.709846,0.009943,0.092950,0.033272,-0.076281,0.120244,0.0000,0.0000,0.0000
2.719967,0.010121,0.041475,0.033692,-0.041565,0.058718,0.0000,0.0000,0.0000
2.729870,0.009903,-0.074644,0.032953,-0.014032,0.075951,0.0000,0.0000,0.0000
2.739873,0.010003,-0.065067,0.032302,0.000334,0.065068,0.0000,0.0000,0.0000
2.749853,0.009980,-0.042322,0.031880,-0.040368,0.058487,0.0000,0.0000,0.0000
2.759866,0.010014,-0.091403,0.030964,-0.083464,0.123777,0.0000,0.0000,0.0000
2.769856,0.009990,-0.059082,0.030374,-0.168458,0.178518,0.0000,0.0000,0.0000
2.779859,0.010002,-0.165624,0.028718,-0.061916,0.176818,0.0000,0.0000,0.0000
2.789840,0.009981,-0.156047,0.027160,0.044626,0.162302,0.0000,0.0000,0.0000
2.799881,0.010042,-0.185974,0.025293,0.009910,0.186238,0.0000,0.0000,0.0000
2.809844,0.009963,-0.182383,0.023476,-0.014032,0.182922,0.0000,0.0000,0.0000
2.819942,0.010098,-0.171609,0.021743,-0.024806,0.173393,0.0000,0.0000,0.0000
2.829849,0.009907,-0.199142,0.019770,-0.020017,0.200146,0.0000,0.0000,0.0000
2.839863,0.010014,-0.214705,0.017620,0.060189,0.222982,0.0000,0.0000,0.0000
2.849849,0.009986,-0.156047,0.016061,-0.015229,0.156788,0.0000,0.0000,0.0000
2.859891,0.010042,-0.066264,0.015396,-0.039171,0.076976,0.0000,0.0000,0.0000
2.869858,0.009967,-0.132105,0.014079,-0.015229,0.132980,0.0000,0.0000,0.0000
2.879869,0.010011,-0.200339,0.012074,-0.028397,0.202342,0.0000,0.0000,0.0000
2.889873,0.010004,-0.062673,0.011447,-0.181626,0.192135,0.0000,0.0000,0.0000
2.899884,0.010011,-0.281742,0.008626,0.033852,0.283769,0.0000,0.0000,0.0000
2.909848,0.009964,-0.309276,0.005545,0.017093,0.309748,0.0000,0.0000,0.0000
2.919949,0.010101,-0.193157,0.003594,-0.195991,0.275176,0.0000,0.0000,0.0000
2.929859,0.009910,-0.267377,0.000944,-0.077478,0.278376,0.0000,0.0000,0.0000
2.939869,0.010010,-0.184777,-0.000906,-0.046353,0.190503,0.0000,0.0000,0.0000
2.949858,0.009989,-0.108163,-0.001986,-0.096632,0.145041,0.0000,0.0000,0.0000
2.959871,0.010013,-0.201537,-0.004004,0.194264,0.279920,0.0000,0.0000,0.0000
2.969841,0.009970,-0.262589,-0.006622,0.114058,0.286290,0.0000,0.0000,0.0000
2.979847,0.010006,-0.278151,-0.009405,-0.070295,0.286896,0.0000,0.0000,0.0000
2.989841,0.009994,-0.442154,-0.013824,-0.016426,0.442459,0.0000,0.0000,0.0000
