t_s,dt_s,az_raw,az_dynamic,vel_z,disp_z
0.000000,0.000000,9.580398,0.017637,0.000000,0.000000
0.009711,0.009711,9.561244,-0.001517,-0.000015,-0.000000
0.019610,0.009899,9.579201,0.016440,0.000148,0.000001
0.029408,0.009798,9.619902,0.057141,0.000708,0.000008
0.039601,0.010193,9.564836,0.002075,0.000729,0.000016
0.049517,0.009916,9.593566,0.030805,0.001034,0.000026
0.059370,0.009853,9.566033,0.003272,0.001067,0.000036
0.069402,0.010032,9.543288,-0.019473,0.000871,0.000045
0.079364,0.009962,9.578004,0.015243,0.001023,0.000055
0.089583,0.010219,9.554062,-0.008699,0.000934,0.000065
0.099504,0.009922,9.578004,0.015243,0.001086,0.000076
0.109483,0.009978,9.613917,0.051156,0.001596,0.000092
0.119478,0.009995,9.605537,0.042776,0.002024,0.000112
0.129650,0.010173,9.560047,-0.002714,0.001996,0.000132
0.139399,0.009749,9.550470,-0.012291,0.001876,0.000150
0.149381,0.009982,9.549273,-0.013488,0.001741,0.000168
0.159331,0.009950,9.578004,0.015243,0.001893,0.000187
0.169633,0.010302,9.548076,-0.014685,0.001742,0.000205
0.179515,0.009882,9.538499,-0.024262,0.001502,0.000219
0.189470,0.009955,9.522937,-0.039824,0.001106,0.000230
0.199536,0.010066,9.526528,-0.036233,0.000741,0.000238
0.209318,0.009782,9.526528,-0.036233,0.000387,0.000242
0.219340,0.010022,9.569624,0.006863,0.000455,0.000246
0.229334,0.009994,9.613917,0.051156,0.000967,0.000256
0.239290,0.009956,9.530120,-0.032641,0.000642,0.000262
0.249304,0.010014,9.581595,0.018834,0.000830,0.000271
0.259369,0.010066,9.601946,0.039185,0.001225,0.000283
0.269356,0.009986,9.611523,0.048761,0.001712,0.000300
0.279356,0.010000,9.574412,0.011651,0.001828,0.000318
0.289522,0.010166,9.589975,0.027214,0.002105,0.000340
0.299425,0.009903,9.551668,-0.011094,0.001995,0.000359
0.309386,0.009961,9.540894,-0.021867,0.001777,0.000377
0.319328,0.009942,9.564836,0.002075,0.001798,0.000395
0.329397,0.010069,9.581595,0.018834,0.001987,0.000415
0.339339,0.009942,9.527726,-0.035036,0.001639,0.000431
0.349362,0.010023,9.585186,0.022425,0.001864,0.000450
0.359358,0.009996,9.561244,-0.001517,0.001849,0.000469
0.369341,0.009983,9.570821,0.008060,0.001929,0.000488
0.379581,0.010239,9.555259,-0.007502,0.001852,0.000507
0.389683,0.010102,9.566033,0.003272,0.001885,0.000526
0.399434,0.009751,9.575610,0.012848,0.002011,0.000545
0.409421,0.009988,9.560047,-0.002714,0.001983,0.000565
0.419277,0.009856,9.558850,-0.003911,0.001945,0.000584
0.429374,0.010097,9.589975,0.027214,0.002220,0.000607
0.439322,0.009948,9.607931,0.045170,0.002669,0.000633
0.449392,0.010070,9.582792,0.020031,0.002871,0.000662
0.459320,0.009928,9.554062,-0.008699,0.002784,0.000690
0.469527,0.010207,9.545682,-0.017079,0.002610,0.000717
0.479365,0.009838,9.568427,0.005666,0.002666,0.000743
0.489401,0.010037,9.597157,0.034396,0.003011,0.000773
0.499379,0.009978,9.531317,-0.031444,0.002697,0.000800
